"","Authors","Title","Year","Source","grp"
"1513","IA Odetokun, AT Jagun-Jubril, BA Onoja, ...","status of laboratory biosafety and biosecurity in veterinary research facilities in nigeria",2017,"Safety and health at …","D_T_primary"
"1514","R LYDEKKER","vertebrate palæontology in 1908",1909,"Science Progress in the Twentieth Century (1906-1916 …","D_T_primary"
"1519","National Research Council","urban pest management: a report",1980,"","D_T_primary"
"1534","H Nicholls","swarm troopers: here come the autocidal armies",2011,"New Scientist","D_T_primary"
"1536","CA Reed","they missed the ark",1969,"Ecology","D_T_primary"
"1547","M Shockley, AT Dossey","insects for human consumption",2014,"Morales-Ramos JA, Rojas MG, Shapiro- …","D_T_primary"
"1552","P Bartrip","the arrival, spread and impact of myxomatosis in scotland during the 1950s",2009,"Scottish Historical Review","D_T_primary"
"1564","PW Price","darwinian methodology and the theory of insect herbivore population dynamics",1991,"Annals of the Entomological Society of America","D_T_primary"
"1568","KC Tanalgo, RD Teves, FRP Salvaña, RE Baleva, ...","author's copy",2016,"","D_T_primary"
"1573","MJ Farnworth, NG Dye, N Keown","the legal status of cats in new zealand: a perspective on the welfare of companion, stray, and feral domestic cats (felis catus)",2010,"","D_T_primary"
"1580","MJ Phillips","agricultural biotechnology issues",2013,"US Programs Affecting Food and Agricultural Marketing","D_T_primary"
"1586","J Watson","the electrical stimulation of bone healing",1979,"Proceedings of the IEEE","D_T_primary"
"1598","N Klemann, HJ Pelz","the feeding pattern of the norway rat (rattus norvegicus) in two differently structured habitats on a farm",2006,"Applied Animal Behaviour Science","D_T_primary"
"1604","C Rodríguez, R Torres, H Drummond","eradicating introduced mammals from a forested tropical island",2006,"Biological Conservation","D_T_primary"
"1609","EH Smith","pest control strategies",2012,"","D_T_primary"
"1617","AJ Dickman, L Hazzah","money, myths and man-eaters: complexities of human–wildlife conflict",2016,"Problematic Wildlife","D_T_primary"
"1651","E Anderson","animal rights and the values of nonhuman life",2004,"","D_T_primary"
"1658","AS Woodburne","the relation of religion to instinct",1919,"The American Journal of Theology","D_T_primary"
"1662","D Choquenot, B Lukins, G Curran","assessing lamb predation by feral pigs in australia's semi-arid rangelands",1997,"Journal of Applied Ecology","D_T_primary"
"1665","JE Eggleston, SS Rixecker, ...","the role of ethics in the management of new zealand's wild mammals",2003,"New Zealand Journal of …","D_T_primary"
"1667","A Jernelöv","starlings in north america",2017,"The Long-Term Fate of Invasive Species","D_T_primary"
"1668","HI Fisher, PH Baldwin","war and the birds of midway atoll",1946,"The Condor","D_T_primary"
"1670","D Lowenthal","awareness of human impacts: changing attitudes and emphases",1990,"The Earth as transformed by human action: global …","D_T_primary"
"1685","H Leirs, V Sluydts, R Makundi","rodent outbreaks in sub-saharan africa",2010,"Rodent Outbreaks: Ecology and …","D_T_primary"
"1686","UR Chinchmalatpure","factors influencing adoption of cotton cultivation practices in the rehabilitated areas.",2009,"Mysore Journal of Agricultural Sciences","D_T_primary"
"1694","MR Conover","synopsis of a course on the principles of wildlife damage management",1991,"","D_T_primary"
"1702","SI Ahmed, SR Leather","suitability and potential of entomopathogenic microorganisms for forest pest management—some points for consideration",1994,"International journal of pest management","D_T_primary"
"1708","SE Baker, TM Sharp, DW Macdonald","assessing animal welfare impacts in the management of european rabbits (oryctolagus cuniculus), european moles (talpa europaea) and carrion crows ( …",2016,"PloS one","D_T_primary"
"1710","JM Gilsdorf, SE Hygnstrom, KC VerCauteren, ...","evaluation of a deer-activated bio-acoustic frightening device for reducing deer damage in cornfields",2004,"Wildlife Society …","D_T_primary"
"1730","M Bomford, R Sinclair","australian research on bird pests: impact, management and future directions",2002,"Emu","D_T_primary"
"1746","CH Fox, M Bekoff","integrating values and ethics into wildlife policy and management—lessons from north america",2011,"Animals","D_T_primary"
"1748","AT Morzillo, MD Schwartz","landscape characteristics affect animal control by urban residents",2011,"Ecosphere","D_T_primary"
"1749","CR Dickman, D Lunney","last howl of the dingo: the legislative, ecological and practical issues arising from the kill-or-conserve dilemma",2001,"A Symposium on the Dingo'.(Eds CR …","D_T_primary"
"1767","T Lewis, GA Norton","aerial baiting to control leaf-cutting ants (formicidae, attini) in trinidad. iii. economic implications",1973,"Bulletin of Entomological Research","D_T_primary"
"1770","AE Houston, MR Pelton, R Henry","beaver immigration into a control area",1995,"Southern Journal of Applied …","D_T_primary"
"1789","A Nzigiyimana, MS Nataraju, DM Gowda","knowledge of rice farmers about recommended cultivation practices in rwanda.",2012,"Mysore Journal of …","D_T_primary"
"1794","AG Cagauan","the impact of pesticides on ricefield vertebrates with emphasis on fish",1995,"Impact of pesticides on farmer health and the rice …","D_T_primary"
"1795","H Holtz","objectives and priorities of nature conservation in british woodland",1981,"Woodland Conservation and Management","D_T_primary"
"1812","GC Vansteenkiste","formulation, quantification and control of pest-crop processes",1984,"Statistical and Mathematical Methods in …","D_T_primary"
"1821","A Kondoyanidi","the liberating experience: war correspondents, red army soldiers, and the nazi extermination camps",2010,"The Russian Review","D_T_primary"
"1823","J Ford, EF Whiteside, AT Culwick","the trypanosomiasis problem",1948,"The East African Agricultural …","D_T_primary"
"1824","F Leroy, I Praet","animal killing and postdomestic meat production",2017,"Journal of Agricultural and Environmental Ethics","D_T_primary"
"1828","V Lund, R Anthony, H Röcklinsberg","the ethical contract as a tool in organic animal husbandry",2004,"Journal of Agricultural and …","D_T_primary"
"1829","H Würbel","ethology applied to animal ethics",2009,"Applied animal behaviour science","D_T_primary"
"1838","W Nentwig","biological invasions",2007,"","D_T_primary"
"1842","SR KELLERT","the biophila hypothesis: aristotelian echoes of thegood life'",0,"nichibun.repo.nii.ac.jp","D_T_primary"
"1852","RC Murphy","the bird life of trinidad islet",1915,"The Auk","D_T_primary"
"1856","RF Ellen","the marsupial in nuaulu ritual behaviour",1972,"Man","D_T_primary"
"1858","ER Hall","predatory mammal destruction",1930,"Journal of Mammalogy","D_T_primary"
"1864","W Binney, J Hall, P Oppenheim","the nature and influence of motivation within the moa framework: implications for social marketing",2006,"International Journal of …","D_T_primary"
"1869","A Kanagavel, S Parvathy, N Nirmal, N Divakar, ...","do frogs really eat cardamom? understanding the myth of crop damage by amphibians in the western ghats, india",2017,"Ambio","D_T_primary"
"1881","M Sagoff","animal liberation and environmental ethics: bad marriage, quick divorce",1984,"Osgoode Hall LJ","D_T_primary"
"1886","BOB CERWONKA","department of biology newsletter",0,"potsdam.edu","D_T_primary"
"1890","J Dwyer","messages and metaphors: is it time to end the 'war on weeds'",2012,"Eighteenth Australasian Weeds Conference","D_T_primary"
"1902","JM Linsdale","problems of bird conservation in california",1930,"The Condor","D_T_primary"
"1903","RJ Johnson, PH Cole, WW Stroup","starling response to three auditory stimuli",1985,"The Journal of Wildlife Management","D_T_primary"
"1906","T Abbasi, SA Abbasi","reducing the global environmental impact of livestock production: the minilivestock option",2016,"Journal of Cleaner Production","D_T_primary"
"1914","U Mackenstedt, D Jenkins, T Romig","the role of wildlife in the transmission of parasitic zoonoses in peri-urban and urban areas",2015,"International Journal for Parasitology: …","D_T_primary"
"1918","WJ Rea","pesticides",1996,"Journal of Nutritional & Environmental Medicine","D_T_primary"
"1922","SK Chopra","whales: towards a developing right of survival as part of an ecosystem",1988,"Denv. J. Int'l L. & Pol'y","D_T_primary"
"1927","N Leader-Williams, JM Hutton","does extractive use provide opportunities to offset conflicts between people and wildlife?",2005,"… BIOLOGY SERIES-CAMBRIDGE …","D_T_primary"
"1936","H Ghahari, R Hayat, M Tabari, H Ostovan, ...","a contribution to the predator and parasitoid fauna of rice pests in iran, and a discussion on the biodiversity and ipm in rice fields",2008,"Linzer biologische …","D_T_primary"
"1941","R Lapointe, D Thumbi, CJ Lucarotti","recent advances in our knowledge of baculovirus molecular biology and its relevance for the registration of baculovirus-based products for insect pest …",2012,"… and Pest Control-Current and …","D_T_primary"
"1952","IG Khorozyan, AV Abramov","the leopard, panthera pardus,(carnivora: felidae) and its resilience to human pressure in the caucasus",2007,"Zoology in the Middle East","D_T_primary"
"1957","JS Dixon","control of the california ground squirrel",1917,"","D_T_primary"
"1977","R Foltz","zoroastrian attitudes toward animals",2010,"Society & Animals","D_T_primary"
"1987","J Swabe","loved to death? veterinary visions of pet-keeping in modern dutch society",2005,"Animals in Person: Cultural Perspectives on Human- …","D_T_primary"
"1992","A Sinclair","prohibition, the era of excess: with an introd. by richard hofstadter",1962,"","D_T_primary"
"1993","S Shen, ED Ables, X Qian–zhu","the chinese view of wildlife",1982,"Oryx","D_T_primary"
"1997","CS Koehler","prospects of implementation of ipm programs for ornamental plants",1989,"Florida Entomologist","D_T_primary"
"2004","CE Brennan","rattler tales from northcentral pennsylvania",1995,"","D_T_primary"
"2014","A Sinclair","era of excess: a social history of the prohibition movement",1964,"","D_T_primary"
"2020","N Oreskes","science and public policy: what's proof got to do with it?",2004,"Environmental Science & Policy","D_T_primary"
"2021","MC Musambachime","the fate of the nile crocodile in african waterways",1987,"African Affairs","D_T_primary"
"2022","V Meduna","murder most foul",2017,"New Scientist","D_T_primary"
"2032","A Wagler, R Wagler","arthropods and the current great mass extinction: effective themes to decrease arthropod fear and disgust and increase positive environmental beliefs in children …",2014,"International Journal of Environmental and Science …","D_T_primary"
"2041","RD Bigalke, JD Skinner","the zoological survey: an historical perspective",2002,"Transactions of the Royal Society of …","D_T_primary"
"2043","J Wolch","zoöpolis?",1996,"Capitalism nature socialism","D_T_primary"
"2048","A Wagler, R Wagler","beliefs about future curriculum",2016,"Society & Animals","D_T_primary"
"2051","S Destefano, RD Deblinger","wildlife as valuable natural resources vs. intolerable pests: a suburban wildlife management model",2005,"Urban Ecosystems","D_T_primary"
