"","Authors","Title","Year","Source","grp"
"1596","MJ Bodenchuk, JR Mason, WC Pitt","economics of predation management in relation to agriculture, wildlife, and human health and safety",2000,"","An_D_primary"
"1612","K McBrearty","wakatipu white-tailed deer carcass survey following'battle for our birds', department of conservation aerial poisoning operation, august 2014",2015,"","An_D_primary"
"1619","NI Fisher, AJ Lee, JHJ Cribb","a scientific approach to monitoring public perceptions of scientific issues",2013,"… Journal of Science Education, Part B","An_D_primary"
"1621","PJS Fleming, H Limin, D Whisson","impacts and management of invasive burrowing herbivores in grasslands",2013,"Revitalising Grasslands to …","An_D_primary"
"1629","ML Flint, R van den Bosch","what is a pest?",1981,"Introduction to Integrated Pest Management","An_D_primary"
"1637","AJ Sawyer","prospects for integrated pest management of the sea lamprey (petromyzon marinus)",1980,"Canadian Journal of Fisheries and Aquatic …","An_D_primary"
"1638","D Pimentel","biotechnology: environmental impacts of introducing crops and biocontrol agents in north american agriculture",1995,"Biological Control: Benefits and Risks","An_D_primary"
"1641","T Mclver","a creationist walk through the grand canyon",1987,"Creation/Evolution","An_D_primary"
"1644","IE Bassett, J Cook, F Buchanan, ...","treasure islands: biosecurity in the hauraki gulf marine park",2016,"New Zealand Journal of …","An_D_primary"
"1648","AM Low","science looks ahead",1945,"","An_D_primary"
"1653","J Barrett","australia's national management strategy for carp control",2003,"Managing Invasive Freshwater Fish in New Zealand. …","An_D_primary"
"1672","FB Samson, F Perez-Trejo, H Salwasser, ...","on determining and managing minimum population size",1985,"Wildlife Society Bulletin ( …","An_D_primary"
"1705","T Glare","types of biopesticides",2015,"Biopesticides handbook, 1st edn. Taylor & Francis …","An_D_primary"
"1719","JF Strand","some agrometeorological aspects of pest and disease management for the 21st century",2000,"Agricultural and Forest Meteorology","An_D_primary"
"1722","RM May","conceptual aspects of the quantification of the extent of biological diversity",1994,"Philosophical Transactions: Biological Sciences","An_D_primary"
"1739","T Beukema","men negotiating identity in zadie smith's white teeth",2009,"Postcolonial Text","An_D_primary"
"1759","DE Jelinski, RC Rounds, JR Jowsey","coyote predation on sheep, and control by aversive conditioning in saskatchewan",1983,"Journal of Range Management","An_D_primary"
"1762","S Mallick, M Pauza, C Eason, N Mooney, R Gaffney, ...","assessment of non-target risks from sodium fluoroacetate (1080), para-aminopropiophenone (papp) and sodium cyanide (nacn) for fox-incursion response in …",2016,"Wildlife Research","An_D_primary"
"1774","H Sivertsen","the experiences and expectations of the trade to the future.",2000,"The experiences and expectations of the trade to the …","An_D_primary"
"1775","WJ McGEE","the trend of human progress",1899,"American Anthropologist","An_D_primary"
"1776","A Butterworth, D Reiss, P Brakes, ...","welfare issues associated with small toothed whale hunts: an example, the 'drive hunt'in taiji, japan",2017,"Marine Mammal Welfare: …","An_D_primary"
"1779","DL Allen","philosophical aspects of urban wildlife",1973,"","An_D_primary"
"1781","L Labuschagne, LH Swanepoel, PJ Taylor, SR Belmain, ...","are avian predators effective biological control agents for rodent pest management in agricultural systems?",2016,"Biological Control","An_D_primary"
"1788","KR Wikstrom","biological diversity in the biology classroom: teachers' approaches, attitudes, and knowledge",2016,"","An_D_primary"
"1798","ZT D?browski, M Majewski","status of knowledge and practices of plant protection by various groups of farmers and requirements of integrated pest management-have changes taken place during …",2010,"Progress in Plant Protection","An_D_primary"
"1802","LD Goldstein","all dollars and no sense: critique of dr. david pimentel's estimated economic impact of domestic cat predation",2013,"","An_D_primary"
"1805","SM Hester, OJ Cacho","the contribution of passive surveillance to invasive species management",2017,"Biological Invasions","An_D_primary"
"1806","L Boitani, P Ciucci, A Ortolani","behaviour and social ecology of free-ranging dogs",2007,"The behavioural biology of dogs","An_D_primary"
"1811","K Haydu","mapping plant biodiversity hotspots at the county scale: a new tool for establishing resource conservation strategies",2012,"","An_D_primary"
"1818","DJ Biddinger, EG Rajotte","integrated pest and pollinator management—adding a new dimension to an accepted paradigm",2015,"Current Opinion in Insect Science","An_D_primary"
"1830","B Zeng, R Gerritsen","inadequate contribution of commercial harvest to the management of feral camels in australia",2013,"Journal of Environmental Planning and …","An_D_primary"
"1831","ME De Lima, SG Figueiredo, AMC Pimenta, ...","peptides of arachnid venoms with insecticidal activity targeting sodium channels",2007,"… and Physiology Part C: …","An_D_primary"
"1834","DR Strong, RW Pemberton","food webs, risks of alien enemies and reform of biological control",2001,"Evaluating indirect ecological effects …","An_D_primary"
"1836","T Korn, M Bomford","managing vertebrate pests: feral pigs",1996,"Bureau of Resource Sciences","An_D_primary"
"1847","JR Griesemer","modeling in the museum: on the role of remnant models in the work of joseph grinnell",1990,"Biology and Philosophy","An_D_primary"
"1850","AJ McKenzie, SB Emery, JR Franks, ...","landscape?scale conservation: collaborative agri?environment schemes could benefit both biodiversity and ecosystem services, but will farmers be willing to …",2013,"Journal of Applied …","An_D_primary"
"1865","D Sepkoski","extinction, diversity, and endangerment",2015,"Endangerment, Biodiversity, and Culture","An_D_primary"
"1866","RL Moberly, PCL White, CC Webbon, PJ Baker, ...","modelling the costs of fox predation and preventive measures on sheep farms in britain",2004,"Journal of …","An_D_primary"
"1873","M Holmes","the perfect pest: natural history and the red squirrel in nineteenth-century scotland (william t. stearn prize 2014)",2015,"Archives of natural history","An_D_primary"
"1874","S Riley","'buffalo belong here, as long as he doesn't do too much damage': indigenous perspectives on the place of alien species in australia",2013,"Australasian Journal of Natural Resources Law and …","An_D_primary"
"1875","K Hundera, T Gadisa","the reproductive and feeding ecology of rodents in sekoru district, southwest ethiopia",2015,"Journal of Ecology and The Natural …","An_D_primary"
"1876","RC Bigalke","wild life on forest land: problems and prospects",1974,"South African Forestry Journal","An_D_primary"
"1877","F Moscardi","assessment of the application of baculoviruses for control of lepidoptera",1999,"Annual review of entomology","An_D_primary"
"1882","KJ Mower, TW Townsend, WJ Tyznik","white-tailed deer damage to experimental apple orchards in ohio",1997,"Wildlife Society Bulletin (1973-2006)","An_D_primary"
"1884","S DeStefano, KKG Koenen, CM Henner, ...","transition to independence by subadult beavers (castor canadensis) in an unexploited, exponentially growing population",2006,"Journal of …","An_D_primary"
"1896","YS Jo, JT Baccus","case studies of the history and politics of wild canid restoration in korea",2015,"Restoration Ecology","An_D_primary"
"1898","SA Biosecurity","sa pest animal risk management guide",2012,"","An_D_primary"
"1908","DW Gade","shifting synanthropy of the crow in eastern north america",2010,"Geographical Review","An_D_primary"
"1910","M Delibes?Mateos, C Ferreira, C Rouco, ...","conservationists, hunters and farmers: the european rabbit oryctolagus cuniculus management conflict in the iberian peninsula",2014,"Mammal …","An_D_primary"
"1924","J Bough","from value to vermin: a history of the donkey in australia",2006,"Australian zoologist","An_D_primary"
"1926","S Morgan","movements and hunting activity of house cats (felis catus) living around travis wetland, christchurch, new zealand",2002,"","An_D_primary"
"1935","DJ Mellor, ACD Bayvel","new zealand's inclusive science-based system for setting animal welfare standards",2008,"Applied Animal Behaviour Science","An_D_primary"
"1940","B Szewczyk, L Hoyos-Carvajal, M Paluszek, ...","baculoviruses—re-emerging biopesticides",2006,"Biotechnology …","An_D_primary"
"1954","KA Fagerstone","wildlife fertility control",2002,"","An_D_primary"
"1995","CE Altenburg, W Andrews, ...","president9s page",1942,"The American Biology …","An_D_primary"
"2000","BA Minteer, JP Collins","ecological ethics: building a new tool kit for ecologists and biodiversity managers",2005,"Conservation Biology","An_D_primary"
"2027","RB Ho?y?ski","taxonomy crisis, biodiversity disaster–and sabotaging regulations",2008,"Munis Ent. Zool","An_D_primary"
"2035","K Ellison","the science of sustainable wine",2008,"Frontiers in Ecology and the Environment","An_D_primary"
"2046","B Nyambo, L Mtashobya","levels of pesticide residues in the eastern arc mountains part of tanzania",2014,"","An_D_primary"
"2052","HR Ghimire, S Phuyal, KB Shah","protected species outside the protected areas: people's attitude, threats and conservation of the yellow monitor (varanus flavescens) in the far-western lowlands of …",2014,"Journal for Nature Conservation","An_D_primary"
"2057","WO Stephens","dumb beasts and dead philosophers: humanity and the humane in ancient philosophy and literature",2008,"Social Theory and Practice","An_D_primary"
"2064","K Kiritani","integrated biodiversity management in paddy fields: shift of paradigm from ipm toward ibm",2000,"Integrated Pest Management Reviews","An_D_primary"
"2099","S Bhandari, U Thapa","an assessment of common leopard–human conflict in kathmandu valley, nepal",2015,"","An_D_primary"
"2111","R Fletcher","26 the hammering of society: non-correspondence and modernity",2002,"Matériel Culture: The Archaeology of Twentieth- …","An_D_primary"
"2115","DE Brown","vampiro: the vampire bat in fact and fantasy",1994,"","An_D_primary"
"2120","K Wonders","exhibiting fauna—from spectacle to habitat group",1989,"Curator: The Museum Journal","An_D_primary"
"2162","L Bal?iauskas","possibilities of the development of the wolf population management plan for lithuania",2002,"Acta Zoologica Lituanica","An_D_primary"
"2170","JR Wolch, K West, TE Gaines","transspecies urban theory",1995,"Environment and Planning D: …","An_D_primary"
"2184","RF Ellen, AF Stimson, J Menzies","the content of categories and experience; the case for some nuaulu reptiles",1977,"Journal d'agriculture traditionnelle et de …","An_D_primary"
