"","Authors","Title","Year","Source","grp"
"1245","P Cowan, R Pech, P Curtis","field applications of fertility control for wildlife management",2003,"CONSERVATION BIOLOGY SERIES …","A_An_primary"
"1254","R Lainson, JJ Shaw","epidemiology and ecology of leishmaniasis in latin-america",1978,"Nature","A_An_primary"
"1269","RB Allen, WG Lee","biological invasions in new zealand",2006,"","A_An_primary"
"1271","AA Huot, DL Bergman","suitable and effective coyote control tools for the urban/suburban setting",2007,"Wildlife Damage Management …","A_An_primary"
"1307","MW Fall","the search for acceptable animal traps",2002,"Proceedings 20th Vertebrate Pest Conference, Reno","A_An_primary"
"1312","CMM Mols, ME Visser","great tits can reduce caterpillar damage in apple orchards",2002,"Journal of Applied Ecology","A_An_primary"
"1314","GN Peterson","rodent proof design/construction",1978,"","A_An_primary"
"1316","AM Stuart, CV Prescott, GR Singleton, RC Joshi","knowledge, attitudes and practices of farmers on rodent pests and their management in the lowlands of the sierra madre biodiversity corridor, philippines",2011,"Crop Protection","A_An_primary"
"1319","RJB Flor, GR Singleton","can media campaign messages influence change towards ecologically based rodent management?",2011,"Wildlife Research","A_An_primary"
"1330","IR Manners","the environmental impact of modern agricultural technologies",1974,"Perspectives on Environment, Washington, DC, Assoc. …","A_An_primary"
"1331","SW Wang, PD Curtis, JP Lassoie","farmer perceptions of crop damage by wildlife in jigme singye wangchuck national park, bhutan",2006,"Wildlife Society Bulletin","A_An_primary"
"1337","J Hadidian, B Unti, J Griffin","measuring humaneness: can it be done, and what does it mean if it can?",2014,"","A_An_primary"
"1344","DL Farnsworth","issues and confrontation: youth and maturity",1967,"Journal of religion and health","A_An_primary"
"1364","RL Bruggers, R Owens, T Hoffman","wildlife damage management research needs: perceptions of scientists, wildlife managers, and stakeholders of the usda/wildlife services program",2002,"International biodeterioration & …","A_An_primary"
"1374","RA McCabe, EL Kozicky","a position on predator management",1972,"The Journal of Wildlife Management","A_An_primary"
"1381","C Oleyar","the current regulatory environment of urban coyote control-a private wco perspective",2007,"Wildlife Damage Management Conferences-- …","A_An_primary"
"1384","FJ Magige","human-wildlife interaction in serengeti and ngorongoro districts of tanzania: a case study on small mammals",2012,"Tanzania Journal of Science","A_An_primary"
"1385","L García-Barrios, J Cruz-Morales, ...","the azteca chess experience: learning how to share concepts of ecological complexity with small coffee farmers",2017,"Ecology and …","A_An_primary"
"1391","RE Thresher","genetic options for the control of invasive vertebrate pests: prospects and constraints",2007,"","A_An_primary"
"1396","RE Thresher, AM Kuris","options for managing invasive marine species",2004,"Biological Invasions","A_An_primary"
"1398","J Foufopoulos, S Altizer, A Dobson","interactions between wildlife and domestic livestock in the tropics",2002,"Tropical Agroecosystems","A_An_primary"
"1407","EB Poulton","vi. notes in 1885 upon lepidopterous larvœ and pupœ, including an account of the loss of weight in the freshly?formed lepidopterous pupa, &c.",1886,"Ecological Entomology","A_An_primary"
"1412","M Crane, A Norton, J Leaman, A Chalak, ...","acceptability of pesticide impacts on the environment: what do united kingdom stakeholders and the public value?",2006,"Pest management …","A_An_primary"
"1418","JM Barnes","food and health. the safe use of pesticides.",1967,"Public Health Inspector","A_An_primary"
"1425","M Pohja-Mykrä, T Vuorisalo, S Mykrä","organized persecution of birds of prey in finland: historical and population biological perspectives",2012,"Ornis Fennica","A_An_primary"
"1429","NI Fisher, JHJ Cribb, AJ Peacock","reading the public mind: a novel approach to improving the adoption of new science and technology",2007,"Australian Journal of Experimental …","A_An_primary"
"1433","RR Deuson, JC Day","transfer of sustainable technology in dryland agriculture: lessons from the sahel in the 1980's",1990,"Agricultural Economics","A_An_primary"
"1436","PM Pavlov, EC Edwards","feral pig ecology in cape tribulation national park, north queensland, australia",2014,"Journal of Mountain Ecology","A_An_primary"
"1440","LPE Laurent","thymectomy in myasthenia gravis",1949,"British medical journal","A_An_primary"
"1444","US SEAL","logan, utah 84322-5205 usa",2012,"Wildlife 2001: Populations","A_An_primary"
"1446","D Southwell, S McCowen, O Mewett, ...","understanding the drivers and barriers towards the adoption of innovative canid control technologies: a review",2011,"Canberra, Invasive …","A_An_primary"
"1449","D Choquenot, J Hone","using bioeconomic models to maximize benefits from vertebrate pest control: lamb predation by feral pigs",2000,"Human conflicts with wildlife: …","A_An_primary"
"1470","E Harris, EP Crom, A Wilson","pigeons and people: mortal enemies or lifelong companions? a case study on staff perceptions of the pigeons on the university of south africa, muckleneuk campus",2016,"Journal of Public Affairs","A_An_primary"
"1486","M Kanwal, HA Khan, M Javed","managing the damage of house rat (rattus rattus cab.) against rice (oryza sativa linn.) with the trap barrier system in an irrigated farmland of faisalabad, …",2015,"Pakistan Journal of Agricultural …","A_An_primary"
"1489","A PANCHEN","sarjeant, was (editor). vertebrate fossils and the evolution of scientific concepts: a tribute to l. beverly halstead. gordon and breach publishers, amsterdam: 1995 …",1998,"","A_An_primary"
"1495","A ISMA'IL","survey of bat roosts in some primary and secondary schools and the attitudes of students towards bats in zaria, …",2015,"","A_An_primary"
"1516","AS Glen, MN Gentle, CR Dickman","non?target impacts of poison baiting for predator control in australia",2007,"Mammal review","A_An_primary"
"1518","TR New","untangling the web: spiders and the challenges of invertebrate conservation",1999,"Journal of Insect Conservation","A_An_primary"
"1520","A Cloarec, C Rivault, F Fontaine, ...","cockroaches as carriers of bacteria in multi-family dwellings",1992,"Epidemiology & …","A_An_primary"
"1532","GA Jones, KE Sieving","intercropping sunflower in organic vegetables to augment bird predators of arthropods",2006,"Agriculture, ecosystems & environment","A_An_primary"
"1533","M Bomford, R Tilzey","pest management principles for european carp",1996,"Controlling carp: exploring the options for …","A_An_primary"
"1535","J Serpell","in the company of animals: a study of human-animal relationships",1996,"","A_An_primary"
"1541","SJ Best","psychosocial correlates of physical and health disabilities",1999,"… of psychosocial characteristics of exceptional children","A_An_primary"
"1544","CA Reed","extinction of mammalian megafauna in the old world late quaternary",1970,"BioScience","A_An_primary"
"1546","RW Matthews, LR Flage, and, ...","insects as teaching tools in primary and secondary education",1997,"Annual review of …","A_An_primary"
"1548","JC Jana","utilization and conservation of cucurbits diversity in sub-himalayan terai region of india.",2009,"Green Farming","A_An_primary"
"1576","A Piccirelli","research centers directory",1993,"","A_An_primary"
"1581","B Thomas¹, R Taylor, P Dunlevy, K Mouritsen, J Kemp","the ka mate reverse-bait snap trap–a promising new development",2011,"","A_An_primary"
"1592","J Andrew, I Robottom","science and ethics: some issues for education",2001,"Science education","A_An_primary"
"1601","M Costello, KH Beard, RT Corlett, GS Cumming, ...","field work ethics in biological research",2016,"","A_An_primary"
"1603","P Boonruang","strategical alternative in broadening the profile for thailand's sustainable agriculture",1996,"Kasetsart J.(Soc. Sci.)","A_An_primary"
"1611","AJ Rani, PP Murugan","study on adoption behaviour of eco-friendly agricultural practices in paddy.",2010,"Advances in Plant Sciences","A_An_primary"
"1616","J Huxley","the future of man—ev0luti0nary aspects",2009,"Man and his future","A_An_primary"
"1618","H Verhoog, V Lund, HF Alrøe","animal welfare, ethics and organic farming",2004,"Animal Health and Welfare in Organic …","A_An_primary"
"1622","A Olsza?ska, W Solarz, K Najberek","to kill or not to kill—practitioners' opinions on invasive alien species management as a step towards enhancing control of biological invasions",2016,"Environmental Science & Policy","A_An_primary"
"1632","JR Gorham","the significance for human health of insects in food",1979,"Annual review of entomology","A_An_primary"
"1634","SM Vantassel","commentary: wildlife management professionals need to redefine the terms: lethal control, nonlethal control, and live trap",2012,"Human–Wildlife Interactions","A_An_primary"
"1636","JH Frank, ED McCoy","introduction to the behavioral ecology of the protection of native floras and faunas. commercial importation into florida of invertebrate animals as biological …",1994,"Florida Entomologist","A_An_primary"
"1639","JR Mason","management alternatives relative to predators",2001,"The Role of Predator Control as a …","A_An_primary"
"1640","AM Kuris, KD Lafferty, ...","biological control of the european green crab, carcinus maenas: natural enemy evaluation and analysis of host specificity",2005,"2nd Int Symp Biological …","A_An_primary"
"1647","F Sergio, OJ Schmitz, CJ Krebs, RD Holt, MR Heithaus, ...","towards a cohesive, holistic view of top predation: a definition, synthesis and perspective",2014,"Oikos","A_An_primary"
"1652","MN Clout, AJ Saunders","conservation and ecological restoration in new zealand",1995,"Pacific conservation biology","A_An_primary"
"1666","GS Lim","integrated pest management as an alternative to insecticide overuse in vegetables in southeast asia.",1990,"Journal of Agricultural Entomology","A_An_primary"
"1669","RM Muth","on the destiny of deer camps and duck blinds: he rise of the animalrights ovement and the future i of wildlife conservation",2000,"Wildlife Society Bulletin","A_An_primary"
"1674","JC McIlroy","advances in new zealand mammalogy 1990–2000: feral pig",2001,"Journal of the Royal Society of New Zealand","A_An_primary"
"1679","N Smith","the howl and the pussy: feral cats and wild dogs in the australian imagination",1999,"The Australian Journal of Anthropology","A_An_primary"
"1683","G Joki?, M Vukša, S ?edovi?, B Stojni?, ...","effects of different essential oils on the acceptability and palatability of cereal-based baits for laboratory mice",2013,"Pesticidi i …","A_An_primary"
"1687","RM Timm, GE Connolly","peerreviewed research and review article sheepkilling coyotes a continuing dilemma for ranchers",2015,"California Agriculture","A_An_primary"
"1690","JH Greaves","managing resistance to anticoagulant rodenticides: an appraisal",1995,"Pest Management Science","A_An_primary"
"1698","PCL White, AES Ford-Thompson, ...","economic, environmental and social dimensions of alien vertebrate species in britain",2011,"… Costs of Alien Plants, …","A_An_primary"
