"","Authors","Title","Year","Source","grp"
"1406","ME Gadd","conservation outside of parks: attitudes of local people in laikipia, kenya",2005,"Environmental Conservation","A_T_primary"
"1408","DS Hill","methods of pest control",2008,"Pests of Crops in Warmer Climates and Their Control","A_T_primary"
"1419","AD MIDDIJETON, CD HORNBY","rat control on farms.",1945,"Rat Control on Farms.","A_T_primary"
"1428","TJ De Liberto, EM Gese, FF Knowlton, JR Mason, ...","fertility control in coyotes: is it a potential management tool?",1998,"","A_T_primary"
"1431","FG Howarth, GW Ramsay","the conservation of island insects and their habitats",1991,"The conservation of insects and their …","A_T_primary"
"1438","CB Adalla, MM Hoque","gender issues in rice and vegetable production: the case of ipm project in calamba, laguna, philippines",1990,"Review of Women's Studies","A_T_primary"
"1441","TD Schowalter, JA Noriega, T Tscharntke","insect effects on ecosystem services—introduction",2017,"","A_T_primary"
"1443","D Chandler, AS Bailey, ...","the development, regulation and use of biopesticides for integrated pest management",2011,"… of the Royal …","A_T_primary"
"1447","JR Mason, JA Shivik, MW Fall","predation management",2001,"Carnivore Conservation in …","A_T_primary"
"1450","JW Feldman","public opinion, the leopold report, and the reform of federal predator control policy",2007,"Human-Wildlife Conflicts","A_T_primary"
"1452","G PROULX","on the misuse of pesticides to control northern pocket gophers and richardson's ground squirrels in agriculture and the pressing need for sustainable solutions",2013,"Engaging People in Conservation, Proceedings of the …","A_T_primary"
"1453","ST Anning","gravitational ulcers of the leg",1949,"British medical journal","A_T_primary"
"1456","A Boissy, MH Pham-Delègue, C Baudoin","applied ethology-behaviour of animals and humans, social questions.",2009,"… ethology-behaviour of …","A_T_primary"
"1466","KE Littin, DJ Mellor, B Warburton, ...","animal welfare and ethical issues relevant to the humane control of vertebrate pests",2004,"New Zealand Veterinary …","A_T_primary"
"1476","MD Rickard","meeting community expectations for animal-based science: an australian perspective",2003,"ANZCCART News","A_T_primary"
"1485","WM Rogoff","chemical control of insect pests of domestic animals",1961,"Advances in pest control research","A_T_primary"
"1494","OC Macdonald","insect pests and fresh horticultural products: treatments and responses. edited by paullrobert e. and armstrongjohn w..(wallingford: cab international, 1994). …",1995,"Bulletin of Entomological Research","A_T_primary"
"1500","J Allen","ohio pesticide applicator conference presentations 1993",1993,"","A_T_primary"
"1504","M TORHAT","procfedings of the assam branch, rtrtttsh medical association annual",1925,"INDIAN MEDICAL GAZETTE","A_T_primary"
"1507","L Simon","why hunting doesn't solve deer problems",0,"wwwsavejekylldeerorg.homestead. …","A_T_primary"
"1526","S Craven, T Barnes, G Kania","toward a professional position on the translocation of problem wildlife",1998,"Wildlife Society Bulletin (1973-2006)","A_T_primary"
"1527","PA Horne, J Page, C Nicholson","when will integrated pest management strategies be adopted? example of the development and implementation of integrated pest management strategies in …",2008,"Australian journal of experimental …","A_T_primary"
"1537","C Eider","clethra alnifolia 109, 37 climacteris rufa 109, 1 climate change 113, 75 climatic niche 112, 87 clonal plant 114, 53",0,"Atlantic","A_T_primary"
"1542","JS Johnston","desperately seeking numbers: global warming, species loss, and the use and abuse of quantification in climate change policy analysis",2007,"University of Pennsylvania Law Review","A_T_primary"
"1554","B Szewczyk, ML de Souza, MEB de Castro, ...","baculovirus biopesticides",2011,"Pesticides- …","A_T_primary"
"1555","A Morzillo, K de Beurs, C Martin-Mikle","a conceptual framework to evaluate human-wildlife interactions within coupled human and natural systems",2014,"Ecology and Society","A_T_primary"
"1557","JL Yadav, RK Saini","status of adoption of seed treatment practice in wheat among farmers of mahendergarh district of haryana.",2010,"Environment and Ecology","A_T_primary"
"1578","M Calver","invasion biology: critique of a pseudoscience",2004,"Pacific Conservation Biology","A_T_primary"
"1585","AL Yen","edible insects: traditional knowledge or western phobia?",2009,"Entomological Research","A_T_primary"
"1588","SM VANTASSEL","wildlife management professionals need to redefine the terms: lethal control, nonlethal control, and live trap",2012,"Human-Wildl Interact","A_T_primary"
"1593","IE Gard","research challenges & needs for safe utilization of transgenic viruses",1998,"Phytoprotection","A_T_primary"
"1594","KK MOORE, GE FITZPATRICK, WK Kern Jr","student perceptions on course delivery methods",2006,"Proc. Fla. State Hort. Soc","A_T_primary"
"1597","N Singla, BK Babbar, J Kaur","farmers' participatory research on rodent control in punjab state: survey, education, impact assessment and sustainability",2012,"Crop Protection","A_T_primary"
"1607","WB Jackson, M Dyer, W Howard","academic aspects of bird control (2nd bird control seminar 1964)",1964,"","A_T_primary"
"1614","NH Franco, IAS Olsson","killing animals as a necessary evil? the case of animal research",2016,"The end of animal life: a start …","A_T_primary"
"1627","JA Lockwood","not to harm a fly: our ethical obligations to insects",1988,"Between the species","A_T_primary"
"1630","AS Glen, MC Latham, D Anderson, C Leckie, ...","landholder participation in regional-scale control of invasive predators: an adaptable landscape model",2017,"Biological …","A_T_primary"
"1650","D Capizzi, S Bertolino, A Mortelliti","rating the rat: global patterns and research priorities in impacts and management of rodent pests",2014,"Mammal Review","A_T_primary"
"1654","J Joffe","conservation",1970,"","A_T_primary"
"1656","RJ Greene","an application of behavioral technology to the problem of nuisance bears",1982,"The Psychological Record","A_T_primary"
"1678","E Veer","made with real crocodiles: the use of anthropomorphism to promote product kinship in our youngest consumers",2013,"Journal of Marketing Management","A_T_primary"
"1689","HG Zimmermann, DE Malan","present status of prickly pear (opuntia ficus-indica (l.) mill.) control in south africa.",1980,"Proceedings of the third National …","A_T_primary"
"1691","K Simpson","toxicology of the newer insecticides and selective weedkillers",1953,"Modern Trends in Forensic Medicine","A_T_primary"
"1695","TA Campbell, DB Long","feral swine damage and damage management in forested ecosystems",2009,"Forest Ecology and Management","A_T_primary"
"1706","CH Southwick, MF Siddiqi, JR Oppenheimer","twenty?year changes in rhesus monkey populations in agricultural areas of northern india",1983,"Ecology","A_T_primary"
"1707","JD Reynolds","conservation of exploited species",2001,"","A_T_primary"
"1709","MC Tobias, JG Morrison","afterword-a paris declaration on climate change: humanity's last chance for meaningful action to combat irreversible global biological disaster",2014,"Why Life Matters","A_T_primary"
"1714","J Eymann, CA Herbert, DW Cooper",". management issues of urban common brushtail possums trichosurus vulpecula: a loved or hated neighbour.",2006,"Australian Mammalogy","A_T_primary"
"1717","M Collinge, NNRR Director","applying research findings to coyote depredation control efforts",1997,"Probe","A_T_primary"
"1724","RL Turner","monitoring strategies for the giant land snail powelliphanta traversi tararuaensis (gastropoda: pulmonata: rhytididae): an assessment and exploration of current and …",2011,"","A_T_primary"
"1736","LP Pedigo, ME Rice","entomology and pest management",2014,"","A_T_primary"
"1737","PR Ehrlich, GC Daily","population extinction and saving biodiversity",1993,"Ambio","A_T_primary"
"1743","D Pimentel, R Zuniga, D Morrison","update on the environmental and economic costs associated with alien-invasive species in the united states",2005,"Ecological economics","A_T_primary"
"1757","BJ MacFadden, TE Ceding","fossil horses, carbon isotopes and global change",1994,"Trends in Ecology & Evolution","A_T_primary"
"1758","M Murray","wild pathways of inclusive conservation",2017,"Biological Conservation","A_T_primary"
"1764","N Srikaewtoom, N Thiengkamol, C Thiengkamol","development model of biodiversity conservation ??? ????? ??? ??? ??? ???????? ???? ???????? ??? ??????",0,"","A_T_primary"
"1768","DL Ogada","the power of poison: pesticide poisoning of africa's wildlife",2014,"Annals of the New York Academy of Sciences","A_T_primary"
"1780","LR Allen, EC Sparkes","the effect of dingo control on sheep and beef cattle in queensland",2001,"Journal of Applied Ecology","A_T_primary"
"1783","JJ Fornós, RG Bromley, LB Clemmensen, ...","tracks and trackways of myotragus balearicus bate (artiodactyla, caprinae) in pleistocene aeolianites from mallorca (balearic islands, western mediterranean)",2002,"Palaeogeography, …","A_T_primary"
"1787","E Bursell","a prospect of tsetse flies",1968,"","A_T_primary"
"1804","W Binney, J Hall, M Shaw","a new social marketing model: testing and application of the moa framework",2004,"","A_T_primary"
"1826","A Jabbar, S Mallick","pesticides and environment situation in pakistan",1994,"","A_T_primary"
"1837","A Madrid","t-gondii, bastet & actor network-theory",0,"aureliomadrid.wordpress.com","A_T_primary"
"1839","CS PATEL","studies on genomic variation and bioefficacy of some geographic isolates of helicoverpa armigera nuclear polyhedrosis virus",2008,"","A_T_primary"
"1840","PD Curtis, ME Richmond, PA Wellner, B Tullar","characteristics of the private nuisance wildlife control industry in new york",1993,"","A_T_primary"
"1844","DA Golick, TM Heng-Moss","insects as educational tools: an online course teaching the use of insects as instructional tools",2013,"","A_T_primary"
"1845","M Sheets?Johnstone","the enemy: a twenty?first century archetypal study",2010,"Psychotherapy and Politics International","A_T_primary"
"1849","SM Kross","the efficacy of reintroducing the new zealand falcon into the vineyards of marlborough for pest control and falcon conservation",2012,"","A_T_primary"
"1854","NI FisherA, AJ LeeB, JHJ CribbC","will the community accept our science?",2012,"Monitoring the community's …","A_T_primary"
"1862","AFN Abd Rabou, MR Al-Agha, DM Hamad","the herpetofauna of the gaza strip with particular emphasis on the vicinity of wadi gaza",2016,"","A_T_primary"
"1863","CK Williams, I Parer, BJ Coman, J Burley, ...","managing vertebrate pests: rabbits",1995,"","A_T_primary"
"1872","J Stanley, K Hutchinson, I Godwin, P Gregg, ...","biotechnology (gmo) issues and research priorities in natural resource management",2006,"Land & Water Australia …","A_T_primary"
"1885","A Cook, S Rushton, J Allan, A Baxter","an evaluation of techniques to control problem bird species on landfill sites",2008,"Environmental management","A_T_primary"
