Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Document Type,,
"Watts, C., Stringer, I., Innes, J., Monks, J.M.",Evaluating tree w?t? (Orthoptera: Anostostomatidae: Hemideina species) as bioindicators for New Zealand national biodiversity monitoring,2017,Journal of Insect Conservation,21,4,,583,598,,,10.1007/s10841-017-9997-8,Review,,
"Mönkkönen, M., Devictor, V., Forsman, J.T., Lehikoinen, A., Elo, M.",Linking species interactions with phylogenetic and functional distance in European bird assemblages at broad spatial scales,2017,Global Ecology and Biogeography,26,8,,952,962,,,10.1111/geb.12605,Article,,
"Ducatez, S., Giraudeau, M., Thébaud, C., Jacquin, L.",Colour polymorphism is associated with lower extinction risk in birds,2017,Global Change Biology,23,8,,3030,3039,,,10.1111/gcb.13734,Article,,
"Sadeghi, R., Zarkami, R., Van Damme, P.",Analyzing the occurrence of an invasive aquatic fern in wetland using data-driven and multivariate techniques,2017,Wetlands Ecology and Management,25,4,,485,500,,,10.1007/s11273-017-9530-6,Article,,
"Hradsky, B.A., Penman, T.D., Ababei, D., Hanea, A., Ritchie, E.G., York, A., Di Stefano, J.",Bayesian networks elucidate interactions between fire and other drivers of terrestrial fauna distributions,2017,Ecosphere,8,8, e01926,,,,,10.1002/ecs2.1926,Article,,
"Jung, M., Hill, S.L.L., Platts, P.J., Marchant, R., Siebert, S., Fournier, A., Munyekenye, F.B., Purvis, A., Burgess, N.D., Newbold, T.",Local factors mediate the response of biodiversity to land use on two African mountains,2017,Animal Conservation,20,4,,370,381,,,10.1111/acv.12327,Article,,
"King, L.E., Lala, F., Nzumu, H., Mwambingu, E., Douglas-Hamilton, I.",Beehive fences as a multidimensional conflict-mitigation tool for farmers coexisting with elephants,2017,Conservation Biology,31,4,,743,752,,,10.1111/cobi.12898,Article,,
"Dale, V.H., Kline, K.L., Parish, E.S., Cowie, A.L., Emory, R., Malmsheimer, R.W., Slade, R., Smith, C.T.T., Wigley, T.B.B.E.N., Bentsen, N.S., Berndes, G., Bernier, P., Brandão, M., Chum, H.L., Diaz-Chavez, R., Egnell, G., Gustavsson, L., Schweinle, J., Stupak, I., Trianosky, P., Walter, A., Whittaker, C., Brown, M., Chescheir, G., Dimitriou, I., Donnison, C., Goss Eng, A., Hoyt, K.P., Jenkins, J.C., Johnson, K., Levesque, C.A., Lockhart, V., Negri, M.C., Nettles, J.E., Wellisch, M.",Status and prospects for renewable energy using wood pellets from the southeastern United States,2017,GCB Bioenergy,9,8,,1296,1305,,2,10.1111/gcbb.12445,Article,,
"Zanata, T.B., Dalsgaard, B., Passos, F.C., Cotton, P.A., Roper, J.J., Maruyama, P.K., Fischer, E., Schleuning, M., Martín González, A.M., Vizentin-Bugoni, J., Franklin, D.C., Abrahamczyk, S., Alárcon, R., Araujo, A.C., Araújo, F.P., Azevedo-Junior, S.M.D., Baquero, A.C., Böhning-Gaese, K., Carstensen, D.W., Chupil, H., Coelho, A.G., Faria, R.R., Ho?ák, D., Ingversen, T.T., Jane?ek, Š., Kohler, G., Lara, C., Las-Casas, F.M.G., Lopes, A.V., Machado, A.O., Machado, C.G., Machado, I.C., Maglianesi, M.A., Malucelli, T.S., Mohd-Azlan, J., Moura, A.C., Oliveira, G.M., Oliveira, P.E., Ornelas, J.F., Riegert, J., Rodrigues, L.C., Rosero-Lasprilla, L., Rui, A.M., Sazima, M., Schmid, B., Sedlá?ek, O., Timmermann, A., Vollstädt, M.G.R., Wang, Z., Watts, S., Rahbek, C., Varassin, I.G.",Global patterns of interaction specialization in bird–flower networks,2017,Journal of Biogeography,44,8,,1891,1910,,,10.1111/jbi.13045,Article,,
"Lawrence, C., Paris, D., Briskie, J.V., Massaro, M.",When the neighbourhood goes bad: can endangered black robins adjust nest-site selection in response to the risk of an invasive predator?,2017,Animal Conservation,20,4,,321,330,,,10.1111/acv.12318,Article,,
"Fardila, D., Kelly, L.T., Moore, J.L., McCarthy, M.A.",A systematic review reveals changes in where and how we have studied habitat loss and fragmentation over 20 years,2017,Biological Conservation,212,,,130,138,,,10.1016/j.biocon.2017.04.031,Review,,
"Loffland, H.L., Polasik, J.S., Tingley, M.W., Elsey, E.A., Loffland, C., Lebuhn, G., Siegel, R.B.",Bumble bee use of post-fire chaparral in the central Sierra Nevada,2017,Journal of Wildlife Management,81,6,,1084,1097,,,10.1002/jwmg.21280,Article,,
"Sarmento, W.M., Berger, J.",Human visitation limits the utility of protected areas as ecological baselines,2017,Biological Conservation,212,,,316,326,,,10.1016/j.biocon.2017.06.032,Article,,
"Gervasi, S.S., Burgan, S.C., Hofmeister, E., Unnasch, T.R., Martin, L.B.",Stress hormones predict a host superspreader phenotype in the west nile virus system,2017,Proceedings of the Royal Society B: Biological Sciences,284,1859,20171090,,,,,10.1098/rspb.2017.1090,Article,,
"Dorresteijn, I., Schultner, J., Collier, N.F., Hylander, K., Senbeta, F., Fischer, J.",Disaggregating ecosystem services and disservices in the cultural landscapes of southwestern Ethiopia: a study of rural perceptions,2017,Landscape Ecology,,,,1,15,,,10.1007/s10980-017-0552-5,Article in Press,,
"Elbroch, L.M., Robertson, L., Combs, K., Fitzgerald, J.",Contrasting bobcat values,2017,Biodiversity and Conservation,,,,1,6,,,10.1007/s10531-017-1397-6,Article in Press,,
"Horgan, F.G., Kudavidanage, E.P., Weragodaarachchi, A., Ramp, D.","Traditional ‘maavee’ rice production in Sri Lanka: environmental, economic and social pressures revealed through stakeholder interviews",2017,Paddy and Water Environment,,,,1,17,,,10.1007/s10333-017-0604-0,Article in Press,,
"Pfrimmer, J., Gigliotti, L., Stafford, J., Schumann, D., Bertrand, K.",Motivations for Enrollment Into the Conservation Reserve Enhancement Program in the James River Basin of South Dakota,2017,Human Dimensions of Wildlife,22,4,,382,389,,1,10.1080/10871209.2017.1324069,Note,,
"Mumaw, L., Bekessy, S.",Wildlife gardening for collaborative public–private biodiversity conservation,2017,Australasian Journal of Environmental Management,24,3,,242,260,,1,10.1080/14486563.2017.1309695,Article,,
"Mohlenhoff, K.A., Butler, V.L.","Tracking Fish and Human Response to Earthquakes on the Northwest Coast of Washington State, USA: A Preliminary Study at Tse-whit-zen",2017,Journal of Island and Coastal Archaeology,12,3,,305,332,,,10.1080/15564894.2016.1216479,Article,,
"Rahman, M.M., Mahmud, M.A.A., Ahmed, F.U.",Restoration of degraded forest ecosystem through non-forestry livelihood supports: experience from the Chunati Wildlife Sanctuary in Bangladesh,2017,Forest Science and Technology,13,3,,109,115,,,10.1080/21580103.2017.1349003,Article,,
"Queiroz Neto, A., Lohmann, G., Scott, N., Dimmock, K.",Rethinking competitiveness: important attributes for a successful scuba diving destination,2017,Tourism Recreation Research,42,3,,356,366,,,10.1080/02508281.2017.1308086,Article,,
"Weisshaupt, N., Rodríguez-Pérez, J.",Habitat use of the Wood Warbler Phylloscopus sibilatrix during spring migration versus breeding season based on citizen science data,2017,Bird Study,64,3,,386,392,,,10.1080/00063657.2017.1364696,Article,,
"Tseng, W., Lin, W.-L., Lin, S.-M.",Wintering ecology and nomadic movement patterns of Short-eared Owls Asio flammeus on a subtropical island,2017,Bird Study,64,3,,317,327,,,10.1080/00063657.2017.1358253,Article,,
"Wilson, G.R., Hayward, M.W., Wilson, C.",Market-Based Incentives and Private Ownership of Wildlife to Remedy Shortfalls in Government Funding for Conservation,2017,Conservation Letters,10,4,,484,491,,,10.1111/conl.12313,Note,,
"LeBrun, J.J., Schneiderman, J.E., Thompson, F.R., Dijak, W.D., Fraser, J.S., He, H.S., Millspaugh, J.J.",Bird response to future climate and forest management focused on mitigating climate change,2017,Landscape Ecology,32,7,,1433,1446,,,10.1007/s10980-016-0463-x,Article,,
"Cremer-Schulte, D., Rehnus, M., Duparc, A., Perrin-Malterre, C., Arneodo, L.",Wildlife disturbance and winter recreational activities in Alpine protected areas: Recommendations for successful management,2017,Eco.mont,9,2,,66,73,,,10.1553/eco.mont-9-2s66,Article,,
"Bonnot, T.W., Thompson, F.R., Millspaugh, J.J.",Dynamic-landscape metapopulation models predict complex response of wildlife populations to climate and landscape change,2017,Ecosphere,8,7, e01890,,,,,10.1002/ecs2.1890,Article,,
"Lopes-Fernandes, M., Frazão-Moreira, A.",Relating to the wild: Key actors’ values and concerns about lynx reintroduction,2017,Land Use Policy,66,,,278,287,,,10.1016/j.landusepol.2017.04.019,Article,,
"Kolstoe, S., Cameron, T.A.",The Non-market Value of Birding Sites and the Marginal Value of Additional Species: Biodiversity in a Random Utility Model of Site Choice by eBird Members,2017,Ecological Economics,137,,,1,12,,,10.1016/j.ecolecon.2017.02.013,Article,,
"?opucki, R., Klich, D., Gielarek, S.",Do terrestrial animals avoid areas close to turbines in functioning wind farms in agricultural landscapes?,2017,Environmental Monitoring and Assessment,189,7,343,,,,2,10.1007/s10661-017-6018-z,Article,,
"Fino, S.R., Williams, C.K., Livolsi, M.C., Ringelman, K.M., Coluccy, J.M., Devers, P.K., Castelli, P.M.",Carrying capacity of wintering American black ducks in forested wetlands,2017,Journal of Wildlife Management,81,5,,943,950,,,10.1002/jwmg.21242,Article,,
"Koenig, W.D., Liebhold, A.M.",A decade of emerald ash borer effects on regional woodpecker and nuthatch populations,2017,Biological Invasions,19,7,,2029,2037,,,10.1007/s10530-017-1411-7,Article,,
"Hoyle, H., Jorgensen, A., Warren, P., Dunnett, N., Evans, K.",“Not in their front yard” The opportunities and challenges of introducing perennial urban meadows: A local authority stakeholder perspective,2017,Urban Forestry and Urban Greening,25,,,139,149,,,10.1016/j.ufug.2017.05.009,Article,,
"Singh, M., Tokola, T., Hou, Z., Notarnicola, C.",Remote sensing-based landscape indicators for the evaluation of threatened-bird habitats in a tropical forest,2017,Ecology and Evolution,7,13,,4552,4567,,,10.1002/ece3.2970,Article,,
"Ceradini, J.P., Chalfoun, A.D.",Species' traits help predict small mammal responses to habitat homogenization by an invasive grass:,2017,Ecological Applications,27,5,,1451,1465,,,10.1002/eap.1535,Article,,
"Caudill, D., Guttery, M.R., Terhune, T.M., Martin, J.A., Caudill, G., Dahlgren, D.K., Messmer, T.A.",Individual heterogeneity and effects of harvest on greater sage-grouse populations,2017,Journal of Wildlife Management,81,5,,754,765,,,10.1002/jwmg.21241,Note,,
"Shirk, A.J., Schroeder, M.A., Robb, L.A., Cushman, S.A.",Persistence of greater sage-grouse in agricultural landscapes,2017,Journal of Wildlife Management,81,5,,905,918,,,10.1002/jwmg.21268,Article,,
"Ranglack, D.H., Proffitt, K.M., Canfield, J.E., Gude, J.A., Rotella, J., Garrott, R.A.",Security areas for elk during archery and rifle hunting seasons,2017,Journal of Wildlife Management,81,5,,778,791,,,10.1002/jwmg.21258,Article,,
"Liu, Q., Wei, J., Sun, Q., Wang, B., Wang, Y., Hu, Y., Wu, W.",Detection of brucellosis in sika deer (Cervus nippon) through loop-mediated isothermal amplification (Lamp),2017,Journal of Wildlife Diseases,53,3,,612,615,,,10.7589/2016-05-105,Article,,
"Russell-Smith, J., Evans, J., Edwards, A.C., Simms, A.","Assessing ecological performance thresholds in fire-prone Kakadu National Park, Northern Australia",2017,Ecosphere,8,7, e01856,,,,,10.1002/ecs2.1856,Article,,
"Garshelis, D.L., Baruch-Mordo, S., Bryant, A., Gunther, K.A., Jerina, K.",Is diversionary feeding an effective tool for reducing human-bear conflicts? Case studies from North America and Europe,2017,Ursus,28,1,,31,55,,,10.2192/URSU-D-16-00019.1,Article,,
"Fleishman, E., Anderson, J., Dickson, B.G.",Single-Species and Multiple-Species Connectivity Models for Large Mammals on the Navajo Nation,2017,Western North American Naturalist,77,2,,237,251,,,10.3398/064.077.0212,Article,,
"Maletzke, B., Kertson, B., Swanson, M., Koehler, G., Beausoleil, R., Wielgus, R., Cooley, H.",Cougar response to a gradient of human development,2017,Ecosphere,8,7, e01828,,,,,10.1002/ecs2.1828,Article,,
"Packer, J.G., Meyerson, L.A., Skálová, H., Pyšek, P., Kueffer, C.",Biological Flora of the British Isles: Phragmites australis,2017,Journal of Ecology,105,4,,1123,1162,,1,10.1111/1365-2745.12797,Article,,
"Thogmartin, W.E., López-Hoffman, L., Rohweder, J., Diffendorfer, J., Drum, R., Semmens, D., Black, S., Caldwell, I., Cotter, D., Drobney, P., Jackson, L.L., Gale, M., Helmers, D., Hilburger, S., Howard, E., Oberhauser, K., Pleasants, J., Semmens, B., Taylor, O., Ward, P., Weltzin, J.F., Wiederholt, R.",Restoring monarch butterfly habitat in the Midwestern US: 'All hands on deck',2017,Environmental Research Letters,12,7,74005,,,,,10.1088/1748-9326/aa7637,Article,,
"McQueen, A., Naimo, A.C., Teunissen, N., Magrath, R.D., Delhey, K., Peters, A.",Bright birds are cautious: Seasonally conspicuous plumage prompts risk avoidance by male superb fairy-wrens,2017,Proceedings of the Royal Society B: Biological Sciences,284,1857,20170446,,,,,10.1098/rspb.2017.0446,Article,,
"Goymann, W., Dávila, P.F.",Acute peaks of testosterone suppress paternal care: Evidence from individual hormonal reaction norms,2017,Proceedings of the Royal Society B: Biological Sciences,284,1857,20170632,,,,,10.1098/rspb.2017.0632,Article,,
"Lorenzo, C., Sántiz, E.C., Bolaños-Citalán, J., Navarrete-Gutiérrez, D.",Influences of long-term changes in land cover on mammal populations: an example from Mexico,2017,ORYX,,,,1,8,,,10.1017/S0030605317000485,Article in Press,,
"Lambert, K.T.A., Reid, N., McDonald, P.G.","Does the removal of Lantana camara influence eucalypt canopy health, soil nutrients site occupancy of a despotic species?",2017,Forest Ecology and Management,394,,,104,110,,,10.1016/j.foreco.2017.03.021,Article,,
"Mariën, J., Borremans, B., Gryseels, S., Broecke, B.V., Becker-Ziaja, B., Makundi, R., Massawe, A., Reijniers, J., Leirs, H.",Arenavirus Dynamics in Experimentally and Naturally Infected Rodents,2017,EcoHealth,,,,1,11,,,10.1007/s10393-017-1256-7,Article in Press,,
"Mei, Z., Chen, M., Li, Y., Huang, S.-L., Haung, J., Han, Y., Zhu, B., Li, C., Wang, K., Wang, D.",Habitat preference of the Yangtze finless porpoise in a minimally disturbed environment,2017,Ecological Modelling,353,,,47,53,,1,10.1016/j.ecolmodel.2016.12.020,Article,,
"Stone, Z.L., Burns, B., Moorhouse, R., Clout, M.N.",Kakapo habitat selection on Hauturu-O-Toi in relation to plant phenology,2017,New Zealand Journal of Ecology,41,2,,,,,,10.20417/nzjecol.41.32,Article,,
"van Eeden, L.M., Dickman, C.R., Ritchie, E.G., Newsome, T.M.",Shifting public values and what they mean for increasing democracy in wildlife management decisions,2017,Biodiversity and Conservation,,,,1,5,,,10.1007/s10531-017-1378-9,Article in Press,,
"Dunning, K.H.",Missing the trees for the forest? Bottom-up policy implementation and adaptive management in the US natural resource bureaucracy,2017,Journal of Environmental Planning and Management,60,6,,1036,1055,,,10.1080/09640568.2016.1197105,Article,,
"Pokharel, B.B., Regassa, A., Nyachoti, C.M., Kim, W.K.","Effect of low levels of dietary available phosphorus on phosphorus utilization, bone mineralization, phosphorus transporter mRNA expression and performance in growing pigs",2017,"Journal of Environmental Science and Health - Part B Pesticides, Food Contaminants, and Agricultural Wastes",52,6,,395,401,,,10.1080/03601234.2017.1292096,Article,,
"Rickenbach, O., Reyes-García, V., Moser, G., García, C.",What Explains Wildlife Value Orientations? A Study among Central African Forest Dwellers,2017,Human Ecology,45,3,,293,306,,1,10.1007/s10745-016-9860-7,Article,,
"Carpio, A.J., Castro, J., Mingo, V., Tortosa, F.S.",Herbaceous cover enhances the squamate reptile community in woody crops,2017,Journal for Nature Conservation,37,,,31,38,,,10.1016/j.jnc.2017.02.009,Article,,
"Patterson, L., Kalle, R., Downs, C.",A citizen science survey: perceptions and attitudes of urban residents towards vervet monkeys,2017,Urban Ecosystems,20,3,,617,628,,,10.1007/s11252-016-0619-0,Article,,
"Lute, M.L., Attari, S.Z.","Public preferences for species conservation: Choosing between lethal control, habitat protection and no action",2017,Environmental Conservation,44,2,,139,147,,,10.1017/S037689291600045X,Article,,
